case_id,source_name,publisher,url,as_of,snapshot,snapshot_sha256,status
insurance-chubb-2023,Chubb 2023 Form 10-K,U.S. SEC,https://www.sec.gov/Archives/edgar/data/896159/000089615924000007/cb-20231231.htm,2024-02-23,18_Insurance_Actuarial/sources/snapshots/insurance-chubb-2023.json,23d26728afa683ffa2b17a213f91c4acb39a11a93800cb5c51155227b6f56de7,frozen
insurance-aig-2008,AIG 2008 Form 10-K,U.S. SEC,https://www.sec.gov/Archives/edgar/data/5272/000095012309006583/y74787e10vk.htm,2009-03-02,18_Insurance_Actuarial/sources/snapshots/insurance-aig-2008.json,12a6f5c4f8f3302b2b458019af09f09c815ea65ce68782f8a9b426cb38ba2c11,frozen
