case_id,source_name,publisher,url,as_of,snapshot,snapshot_sha256,status
corporate-public-microsoft-2024,Microsoft 2024 Form 10-K,U.S. SEC / Microsoft,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,2024-06-30,02_Corporate_Finance/sources/snapshots/corporate-public-microsoft-2024.json,61628e0a406188921ba18146b62a91d6ef8994fc5df1d47cdef1cea6fda414e7,frozen
corporate-public-intel-2024-stress,Intel second-quarter 2024 Form 10-Q,U.S. SEC / Intel,https://www.sec.gov/Archives/edgar/data/50863/000005086324000124/intc-20240629.htm,2024-06-29,02_Corporate_Finance/sources/snapshots/corporate-public-intel-2024-stress.json,654d4b05e0d48a8ac0e35e1e1ffde0329f6df681ac57ee0d50a03461a85a2e45,frozen
