case_id,source_name,publisher,url,as_of,snapshot,snapshot_sha256,status
vc-public-snowflake-2020,Snowflake 2020 final IPO prospectus,U.S. SEC / Snowflake,https://www.sec.gov/Archives/edgar/data/1640147/000162828020013667/snowflake424b4.htm,2020-09-16,13_Venture_Capital/sources/snapshots/vc-public-snowflake-2020.json,40b14977f0e0d815b3a83b7f3bfe2eb31e6a540b10fbbc40453ffbddce553f2b,frozen
vc-public-instacart-2023-down-round,Maplebear 2023 final IPO prospectus,U.S. SEC / Maplebear,https://www.sec.gov/Archives/edgar/data/1579091/000119312523237900/d55348d424b4.htm,2023-09-18,13_Venture_Capital/sources/snapshots/vc-public-instacart-2023-down-round.json,ef102545b1478ae458ad59d17e057abb116243e9ab4afc80a529ce6e2e13601a,frozen
