case_id,source_name,publisher,url,as_of,snapshot,snapshot_sha256,status
equity-public-tesla-2020-offering,Tesla February 2020 Final Prospectus,U.S. SEC / Tesla,https://www.sec.gov/Archives/edgar/data/1318605/000119312520036491/d861752d424b5.htm,2020-02-14,12_Equity_Finance/sources/snapshots/equity-public-tesla-2020-offering.json,b62e89b30083ddbf1178187034378dac0cfd5b60e9212cd3aa2bb2f9b923791e,frozen
equity-public-amc-2020-dilution,AMC Entertainment 2020 Form 10-K,U.S. SEC / AMC Entertainment,https://www.sec.gov/Archives/edgar/data/1411579/000141157921000006/amc-20201231x10k.htm,2020-12-31,12_Equity_Finance/sources/snapshots/equity-public-amc-2020-dilution.json,065cade2cfd2c1954523d17a38582eb4167d4f191028edb208cc19709487d4dd,frozen
